,name,cycle,datetime,capacity,ambient_temp,voltage_measured,current_measured,temperature_measured,time,TIEDVD
78,B0018,79,8/6/2008 0:06,1.458092356,24,3.470528678,0.001498235,34.62998607,2941.375,1514.359
79,B0018,80,8/6/2008 4:27,1.447866099,24,3.476629441,0.001221386,34.41830168,2923.953,1506.422
80,B0018,81,8/6/2008 8:55,1.452780878,24,3.475822077,-0.000968629,34.32904521,2921.031,1499.11
81,B0018,82,8/6/2008 12:40,1.442535636,24,3.490006747,0.000302093,34.23308244,2902.75,1478.172
82,B0018,83,8/6/2008 16:25,1.439271288,24,3.491787124,-0.000172723,34.48934652,2897.875,1468.922
83,B0018,84,8/6/2008 20:09,1.428647568,24,3.487044876,0.002327231,34.68549804,2892.094,1459.938
84,B0018,85,8/7/2008 0:27,1.424902675,24,3.504583247,-0.001090109,34.32473202,2886.921,1438.5
85,B0018,86,8/7/2008 19:05,1.469811532,24,3.430301461,0.002145919,34.8076498,2942.531,1528.656
86,B0018,87,8/7/2008 22:50,1.452581965,24,3.440576225,-0.000174261,34.88545379,2912.469,1495.422
87,B0018,88,8/8/2008 2:32,1.442834199,24,3.467830973,0.000799075,34.43362403,2895.594,1461.937
88,B0018,89,8/8/2008 6:16,1.428376059,24,3.463732003,-0.000103047,34.4864484,2884.406,1443.891
89,B0018,90,8/8/2008 10:14,1.415454784,24,3.501682834,-0.000944396,33.66051743,2873.766,1419.64
90,B0018,91,8/8/2008 20:10,1.45457667,24,3.445880486,-0.003174464,35.01720046,2893.375,1474.156
91,B0018,92,8/8/2008 23:54,1.428317955,24,3.460221346,-0.000205573,34.82633508,2884.984,1450.156
92,B0018,93,8/9/2008 3:37,1.419702688,24,3.465380073,7.34E-05,34.9310794,2870.234,1430.953
93,B0018,94,8/9/2008 7:19,1.415560663,24,3.469576691,0.000441566,34.94739567,2864.11,1421.437
94,B0018,95,8/9/2008 11:36,1.405680035,24,3.470897659,0.001518631,34.90115196,2846.64,1386.688
95,B0018,96,8/9/2008 15:59,1.408446107,24,3.463695995,-4.81E-05,35.03832449,2839.532,1402.656
96,B0018,97,8/9/2008 19:41,1.396854778,24,3.476025253,-0.00059314,34.87255645,2832.703,1367.344
97,B0018,98,8/9/2008 23:22,1.393567037,24,3.49598698,0.002087624,34.60380602,2827.078,1358.219
98,B0018,99,8/10/2008 3:01,1.389364429,24,3.498486525,0.00066602,34.65221288,2821.531,1355.5
99,B0018,100,8/10/2008 7:19,1.378565142,24,3.490122986,-0.001594322,34.88838289,2805.156,1339.765
100,B0018,101,8/10/2008 11:39,1.38490111,24,3.500291434,0.000502106,34.53030638,2814.906,1331.594
101,B0018,102,8/10/2008 15:21,1.370325181,24,3.48836568,0.000946184,34.72190615,2801.156,1318.281
102,B0018,103,8/10/2008 19:01,1.373346439,24,3.499663272,-0.004945908,34.71956894,2794.187,1321.812
103,B0018,104,8/10/2008 22:40,1.367948729,24,3.503533537,0.00164902,34.78261101,2785.391,1310.969
104,B0018,105,8/11/2008 2:53,1.356714109,24,3.49645464,-0.002529147,34.89129597,2779.5,1300.781
105,B0018,106,8/14/2008 13:04,1.460431021,24,3.412407793,0.001979654,34.29974281,2899.234,1510.375
106,B0018,107,8/14/2008 16:49,1.450099894,24,3.418468334,0.009113413,34.6153449,2894.922,1502.406
107,B0018,108,8/14/2008 20:29,1.43814069,24,3.435059021,0.000176045,34.69435704,2888.25,1479.813
108,B0018,109,8/15/2008 0:08,1.428368198,24,3.444712871,-0.002369894,34.54760909,2873.906,1440.812
109,B0018,110,8/15/2008 3:59,1.414787452,24,3.458429174,-0.003499206,34.38461266,2847.406,1420.109
110,B0018,111,8/15/2008 8:19,1.413889163,24,3.45760616,-0.001070006,34.24921056,2849.281,1407.422
111,B0018,112,8/15/2008 12:00,1.398933166,24,3.473799879,0.00095206,34.22340606,2833.688,1386.469
112,B0018,113,8/15/2008 15:37,1.395332258,24,3.453464523,-0.001927737,34.99486743,2826.453,1376.719
113,B0018,114,8/15/2008 19:13,1.39004613,24,3.455168986,0.000152307,35.34543171,2818.312,1378.891
114,B0018,115,8/15/2008 23:27,1.386027145,24,3.479281571,-0.001771208,34.89112902,2812.719,1356.093
115,B0018,116,8/16/2008 3:52,1.38821526,24,3.455105229,0.000756197,34.98811299,2803.5,1331.547
116,B0018,117,8/16/2008 7:37,1.376182656,24,3.480977907,-0.001695036,34.46724144,2783.25,1321.297
117,B0018,118,8/16/2008 11:21,1.36471689,24,3.474553151,0.00130972,34.45010431,2776.391,1297.187
118,B0018,119,8/16/2008 15:02,1.358985474,24,3.478489619,0.002093335,34.35230627,2766.516,1285.406
119,B0018,120,8/16/2008 19:15,1.346230876,24,3.487993649,0.000490382,34.04759298,2751.516,1262.609
120,B0018,121,8/18/2008 14:27,1.426842782,24,3.42798943,-0.000922651,34.20414157,2848.859,1414.344
121,B0018,122,8/18/2008 18:08,1.406448148,24,3.443976989,-0.003077625,34.2408403,2840.016,1389.047
122,B0018,123,8/18/2008 21:48,1.393490749,24,3.434590579,-0.002452075,34.62535461,2817.375,1365.515
123,B0018,124,8/19/2008 1:25,1.388249351,24,3.463052037,0.001465801,34.24811722,2809.234,1354
124,B0018,125,8/19/2008 5:17,1.370187834,24,3.463811291,-0.001023128,34.28115361,2791.187,1330.703
125,B0018,126,8/19/2008 9:39,1.379695167,24,3.473054155,0.002647014,34.20157183,2794.016,1332.766
126,B0018,127,8/19/2008 13:17,1.368658632,24,3.449483094,0.007893734,34.92065208,2774.719,1323.156
127,B0018,128,8/19/2008 16:54,1.362737178,24,3.459275126,-0.00345053,35.17385755,2777.844,1325.094
128,B0018,129,8/19/2008 20:32,1.363405113,24,3.484328702,-0.001340828,34.92470595,2781.125,1311.687
129,B0018,130,8/20/2008 0:43,1.351864604,24,3.481460723,0.002415235,34.8059821,2760.906,1288.047
130,B0018,131,8/20/2008 5:02,1.354796973,24,3.457732209,2.95E-05,35.08177025,2753.25,1277.469
131,B0018,132,8/20/2008 8:37,1.341051441,24,3.477276739,-0.001940069,34.58165954,2742.843,1264.672
