,name,cycle,datetime,capacity,ambient_temp,voltage_measured,current_measured,temperature_measured,time,TIEDVD
49,B0007,50,4/29/2008 22:00,1.800243218,24,2.180136102,-1.987598634,39.66769653,3301.579,2304.25
50,B0007,51,4/30/2008 2:43,1.790447621,24,2.12862952,-1.988124332,39.4811814,3283.563,2276.485
51,B0007,52,4/30/2008 7:41,1.780343032,24,2.819149314,0.000700811,39.41905114,3275.125,2258.203
52,B0007,53,4/30/2008 12:28,1.77532877,24,2.791498672,0.000150409,39.72196117,3265.656,2257.344
53,B0007,54,4/30/2008 17:20,1.770262973,24,2.912699551,-0.003713776,40.03166031,3266.093,2248.14
54,B0007,55,4/30/2008 22:14,1.760081062,24,2.995987713,-0.000115522,39.4715147,3257.594,2229.656
55,B0007,56,5/1/2008 3:15,1.749647594,24,2.972676873,-0.002283351,39.72504113,3248.593,2211.062
56,B0007,57,5/1/2008 8:16,1.749650075,24,2.981408978,-0.002542992,39.74335777,3238.766,2191.672
57,B0007,58,5/1/2008 13:14,1.745028739,24,3.030747306,-0.000354443,39.81953913,3240.14,2182.984
58,B0007,59,5/1/2008 18:11,1.739645746,24,3.039062337,0.000513601,40.01028251,3230.109,2182.828
59,B0007,60,5/1/2008 23:10,1.728564228,24,3.073271767,-0.004044406,39.75053705,3229.781,2153.562
60,B0007,61,5/2/2008 3:53,1.723900325,24,3.098778836,-0.002713376,39.59496852,3212.469,2145.094
61,B0007,62,5/2/2008 8:44,1.713978878,24,3.121368259,-0.004186989,39.58448144,3213.219,2126.203
62,B0007,63,5/2/2008 13:43,1.7139702,24,3.134628907,-0.001695369,39.78150284,3203.578,2126.593
63,B0007,64,5/2/2008 19:07,1.703652117,24,3.121005706,-0.000635056,39.61214975,3195.125,2098.453
64,B0007,65,5/2/2008 23:24,1.704013747,24,3.16450137,-0.000103956,39.80746181,3195.313,2108.281
65,B0007,66,5/3/2008 4:13,1.693571616,24,3.210026376,0.00052028,39.41546685,3186.297,2089.453
66,B0007,67,5/3/2008 9:10,1.687657736,24,3.210589611,-0.006451571,39.38468423,3176.438,2070.156
67,B0007,68,5/3/2008 14:04,1.683074436,24,3.211652713,-0.00399359,39.44521506,3167.593,2060.86
68,B0007,69,5/3/2008 18:58,1.677927014,24,3.236789079,-0.002354597,39.35070556,3167.719,2051.063
69,B0007,70,5/3/2008 23:42,1.673206028,24,3.236252355,-0.003300493,39.41976351,3159.078,2032.891
70,B0007,71,5/4/2008 4:41,1.667436721,24,3.238140257,-0.000265768,39.408643,3148.829,2032.329
71,B0007,72,5/4/2008 9:40,1.662266263,24,3.260791247,-0.00071096,39.26414378,3149.094,2013.421
72,B0007,73,5/4/2008 14:38,1.657424307,24,3.257637774,-0.002723561,39.36784552,3140.547,1995.297
73,B0007,74,5/4/2008 19:37,1.652538685,24,3.256197957,-0.003566946,39.3995952,3131.625,1995.516
74,B0007,75,5/5/2008 0:35,1.647217463,24,3.261237667,-0.004376545,39.32054525,3121.907,1976.312
75,B0007,76,5/5/2008 5:28,1.636413681,24,3.276791226,-0.001412983,39.2246673,3122.125,1957.75
76,B0007,77,5/5/2008 11:41,1.636255431,24,3.280204681,-0.001299369,39.0446527,3121.672,1938.235
77,B0007,78,5/5/2008 20:40,1.641119179,24,3.246330916,-0.003109086,39.49011144,3120.86,1967.109
78,B0007,79,5/6/2008 1:38,1.631570079,24,3.284793531,-0.001755631,38.82694232,3103.828,1930.046
79,B0007,80,5/6/2008 6:37,1.621213283,24,3.278208354,-0.004172109,38.88522538,3095.094,1911.813
80,B0007,81,5/6/2008 11:25,1.616427321,24,3.298512396,-0.001373586,38.95656521,3095.781,1911.313
81,B0007,82,5/6/2008 16:23,1.61582351,24,3.289212625,-0.004216215,39.48650196,3094.328,1910.593
82,B0007,83,5/6/2008 21:21,1.61672418,24,3.296160957,-0.004714433,39.46565735,3086.531,1911.547
83,B0007,84,5/7/2008 2:17,1.610865586,24,3.316099496,-0.000135299,39.20259462,3085.625,1891.859
84,B0007,85,5/7/2008 7:04,1.600660337,24,3.299349705,-0.001455752,39.13951548,3067.203,1872.859
85,B0007,86,5/7/2008 12:01,1.595917449,24,3.294105934,-0.001631976,39.27250656,3058.157,1854.766
86,B0007,87,5/7/2008 16:59,1.596217952,24,3.321071654,-0.003081374,39.19187642,3058.812,1864.125
87,B0007,88,5/7/2008 21:56,1.595806511,24,3.314895684,-0.00010916,39.51623936,3058.578,1864.078
88,B0007,89,5/8/2008 2:53,1.590650782,24,3.285250365,-0.000993927,40.00681154,3049.328,1845.766
89,B0007,90,5/9/2008 12:25,1.688821116,24,3.167885572,-0.002749494,40.42042599,3177.219,1929.953
90,B0007,91,5/9/2008 20:28,1.625993828,24,3.215576898,-0.002366933,40.44989071,3082.937,1938.828
91,B0007,92,5/10/2008 1:21,1.615743386,24,3.237322372,-0.012383757,40.37503731,3074.266,1910.953
92,B0007,93,5/10/2008 6:18,1.605662676,24,3.265128362,-0.00302674,40.03060994,3066,1901.812
93,B0007,94,5/10/2008 11:16,1.594974692,24,3.296447023,-0.001586829,39.54773118,3056.437,1873.454
94,B0007,95,5/10/2008 16:11,1.590410244,24,3.293762382,-0.000584744,39.5999789,3048.219,1854.734
95,B0007,96,5/10/2008 21:07,1.585351706,24,3.295607974,-0.002309466,39.6662666,3039.218,1845.594
96,B0007,97,5/11/2008 2:05,1.579973715,24,3.3145309,-0.001928952,39.46734067,3039.047,1845.078
97,B0007,98,5/11/2008 6:55,1.575218547,24,3.31626565,-0.00181291,39.50093406,3030.375,1827.172
98,B0007,99,5/11/2008 11:52,1.569798485,24,3.318055274,-0.002513918,39.51950401,3021,1816.89
99,B0007,100,5/11/2008 16:49,1.570256538,24,3.3376611,-0.001199994,39.31627404,3021.75,1817.859
100,B0007,101,5/11/2008 21:47,1.565249874,24,3.308471264,-0.001059397,39.8135971,3012.265,1799.078
101,B0007,102,5/12/2008 2:36,1.559633934,24,3.316161904,-0.004331035,39.69751399,3002.641,1789.266
102,B0007,103,5/12/2008 12:56,1.564982053,24,3.308644721,0.000394038,39.65887447,3012,1798.766
103,B0007,104,5/12/2008 18:59,1.5749795,24,3.27976143,0.0002871,40.51011513,3020.11,1826.953
104,B0007,105,5/12/2008 23:53,1.565281117,24,3.281689839,-0.002518019,40.53892256,3002.172,1808.453
105,B0007,106,5/13/2008 4:35,1.559755497,24,3.319291254,-0.001489496,39.95381274,2992.703,1788.765
106,B0007,107,5/13/2008 9:24,1.549897686,24,3.271441638,0.000568742,40.44322559,2964.468,1779.735
107,B0007,108,5/13/2008 14:20,1.543877153,24,3.335511958,-0.003034537,39.73604954,2983.375,1760.578
108,B0007,109,5/13/2008 19:04,1.545018749,24,3.309262641,-0.001250694,40.29341867,2975.297,1761.75
109,B0007,110,5/13/2008 23:59,1.544594015,24,3.332978101,-0.002225697,40.07444747,2974.985,1752.188
110,B0007,111,5/14/2008 4:55,1.534308672,24,3.333293706,-0.000842727,39.91083066,2966.25,1733.5
111,B0007,112,5/14/2008 9:52,1.528760394,24,3.335626154,-0.002642054,39.82498588,2956.359,1732.75
112,B0007,113,5/14/2008 14:35,1.528926025,24,3.33040925,-0.002607776,40.12170438,2956.344,1732.953
113,B0007,114,5/14/2008 19:31,1.52909165,24,3.320622736,-0.002740928,40.50339709,2956.406,1723.515
114,B0007,115,5/15/2008 0:27,1.523905932,24,3.325515912,-0.000132311,40.3426072,2947.266,1714.672
115,B0007,116,5/15/2008 5:24,1.518667542,24,3.333109444,0.000833009,40.07998324,2937.984,1705.015
116,B0007,117,5/15/2008 10:20,1.513648227,24,3.335710709,0.000810919,39.96238768,2929.125,1686.344
117,B0007,118,5/15/2008 15:10,1.513605019,24,3.330939811,0.000478709,40.2797666,2928.454,1695.688
118,B0007,119,5/15/2008 19:56,1.513947061,24,3.325286281,-0.0036962,40.62025062,2929.375,1696.047
119,B0007,120,5/16/2008 16:54,1.533959919,24,3.275520043,-0.003494425,40.35266928,2946.031,1752.11
120,B0007,121,5/16/2008 21:37,1.53913728,24,3.308772267,-0.00269553,39.9268734,2955.438,1751.828
121,B0007,122,5/17/2008 2:32,1.523624797,24,3.301562663,-0.003331917,40.02531718,2937.625,1714.578
122,B0007,123,5/17/2008 7:25,1.513581304,24,3.329412894,-0.002508028,39.49862235,2929.078,1695.922
123,B0007,124,5/17/2008 12:21,1.507785075,24,3.333007309,-0.00396366,39.42127525,2918.375,1685.719
124,B0007,125,5/17/2008 17:15,1.503196068,24,3.347244065,-0.001901545,39.25911145,2919.812,1667.938
125,B0007,126,5/17/2008 22:10,1.49782206,24,3.338319208,-0.005666858,39.35985985,2900.422,1658.219
126,B0007,127,5/18/2008 3:05,1.492848535,24,3.354004346,0.000732772,39.16140981,2901.375,1658.015
127,B0007,128,5/18/2008 8:00,1.49241439,24,3.37018027,0.000204346,38.85264793,2901.187,1638.891
128,B0007,129,5/18/2008 12:44,1.487482777,24,3.346043334,-0.00111913,39.25240516,2891.64,1620.281
129,B0007,130,5/18/2008 17:36,1.482535149,24,3.351868704,-0.000360717,39.16149931,2882.906,1621.218
130,B0007,131,5/18/2008 22:31,1.482787432,24,3.371261039,-0.001960863,38.91377877,2883.265,1611.328
131,B0007,132,5/19/2008 3:27,1.47697118,24,3.363638144,-0.002452157,39.03510682,2882.969,1601.468
132,B0007,133,5/19/2008 15:34,1.481901555,24,3.358875203,-0.001565044,38.81118982,2891.656,1638.828
133,B0007,134,5/19/2008 20:59,1.49813662,24,3.342159119,-0.000907004,39.34594909,2901.25,1649.203
134,B0007,135,5/20/2008 1:16,1.482077521,24,3.35655944,-0.001300237,39.11711609,2891.703,1629.359
135,B0007,136,5/20/2008 6:12,1.477115531,24,3.353642353,0.000464618,39.06638461,2883.016,1610.875
136,B0007,137,5/20/2008 11:07,1.472077278,24,3.356800601,-0.00127582,38.96679966,2873.453,1592.453
137,B0007,138,5/20/2008 15:57,1.472248014,24,3.377870432,0.001623752,38.87062732,2874.031,1602.078
138,B0007,139,5/20/2008 20:50,1.467010667,24,3.370719092,-7.38E-06,39.1066106,2874.234,1592.625
139,B0007,140,5/21/2008 1:39,1.46176725,24,3.376335973,-0.002895088,38.88228667,2864.984,1582.875
140,B0007,141,5/21/2008 6:24,1.456695267,24,3.377108292,-0.00080915,38.73206806,2855.093,1564.657
141,B0007,142,5/21/2008 11:18,1.451354973,24,3.394007024,-0.001995123,38.39540666,2855.625,1545.687
142,B0007,143,5/21/2008 16:10,1.451615926,24,3.389807417,-0.005237508,38.72040764,2855.594,1554.875
143,B0007,144,5/21/2008 21:02,1.446816133,24,3.395298301,-0.003353861,38.50808797,2847.437,1545.703
144,B0007,145,5/22/2008 1:42,1.446757061,24,3.385837614,-0.005039734,38.65340097,2847.36,1536.61
145,B0007,146,5/22/2008 6:32,1.441379748,24,3.389881161,-0.00341931,38.45953434,2837.328,1517.344
146,B0007,147,5/22/2008 11:23,1.436245625,24,3.407342175,0.00213155,38.11383483,2837.281,1508.453
147,B0007,148,5/22/2008 16:17,1.436815415,24,3.400524264,-0.000804756,38.40789275,2838.515,1517.984
148,B0007,149,5/22/2008 20:59,1.436294515,24,3.38784771,-0.004555406,38.73894486,2828.328,1517.469
149,B0007,150,5/23/2008 12:13,1.441857532,24,3.379845055,-0.003039243,38.44322382,2838.265,1536.593
150,B0007,151,5/23/2008 20:14,1.467206348,24,3.365955839,-0.002495025,38.59565538,2864.547,1573.765
151,B0007,152,5/24/2008 1:09,1.451864037,24,3.36102938,-0.002602624,38.84706977,2846.39,1555.156
152,B0007,153,5/24/2008 6:00,1.447137975,24,3.38875326,-0.002355452,38.30628246,2837.969,1536.219
153,B0007,154,5/24/2008 10:42,1.441790587,24,3.40106273,-0.00194117,38.10008405,2838.156,1517.61
154,B0007,155,5/24/2008 15:31,1.431630948,24,3.403129377,-0.009388274,38.06252865,2829.843,1508.875
155,B0007,156,5/24/2008 20:21,1.431808425,24,3.391848207,-0.001781978,38.35118171,2829.625,1498.875
156,B0007,157,5/25/2008 1:06,1.426256259,24,3.402983453,-0.002329795,38.13413917,2819.437,1489.828
157,B0007,158,5/25/2008 5:57,1.426087753,24,3.418115964,-0.001066096,37.85713114,2819.579,1489.281
158,B0007,159,5/25/2008 10:51,1.421263351,24,3.398949188,0.000583551,38.28908688,2810.672,1470.828
159,B0007,160,5/25/2008 15:37,1.416327275,24,3.417481499,-0.004969072,37.9719687,2811.485,1470.797
160,B0007,161,5/25/2008 20:23,1.416578183,24,3.397325968,-0.003392384,38.40397607,2802.422,1461.437
161,B0007,162,5/26/2008 1:13,1.410840173,24,3.41769383,9.96E-05,38.04807932,2801.625,1451.906
162,B0007,163,5/26/2008 6:01,1.410994963,24,3.409762326,-0.003764179,38.18904506,2802.031,1451.703
163,B0007,164,5/26/2008 10:44,1.406171429,24,3.418468376,-0.001556774,38.03277235,2793.39,1442.656
164,B0007,165,5/26/2008 15:30,1.406335848,24,3.410207417,-0.001848419,38.26757391,2793.39,1442.813
165,B0007,166,5/26/2008 20:21,1.40045524,24,3.428899305,-0.001484263,37.94497591,2792.485,1433.016
166,B0007,167,5/27/2008 15:52,1.421786505,24,3.372148496,-0.001991752,38.47067656,2802.016,1498.906
167,B0007,168,5/27/2008 20:45,1.432455272,24,3.383856649,-0.000984538,37.85160245,2820.39,1489.516
