,name,cycle,datetime,capacity,ambient_temp,voltage_measured,current_measured,temperature_measured,time,TIEDVD
44,B0005,45,4/26/2008 1:04,1.75173049,24,3.379951819,-0.001351175,36.1805145,3293.172,2172.969
45,B0005,46,4/26/2008 5:57,1.7418496,24,3.391867016,-0.00071823,36.07117792,3275.328,2163.844
46,B0005,47,4/26/2008 10:58,1.73609135,24,3.389321801,-0.00163827,36.06727402,3265.016,2144.672
47,B0005,48,4/29/2008 12:15,1.79362401,24,3.239960443,-0.002410259,39.39707856,3328.937,2266.922
48,B0005,49,4/29/2008 17:05,1.78318902,24,3.31112764,-0.000476084,38.24790664,3329.266,2248.422
49,B0005,50,4/29/2008 22:00,1.76736421,24,3.332862126,-0.002545777,37.66314807,3301.579,2220.078
50,B0005,51,4/30/2008 2:43,1.75701779,24,3.333761215,0.000914217,37.41262018,3283.563,2192.141
51,B0005,52,4/30/2008 7:41,1.74687062,24,3.361505749,0.000229717,36.98304922,3275.125,2164.454
52,B0005,53,4/30/2008 12:28,1.74171725,24,3.352855281,-0.003677569,37.11383317,3265.656,2163.672
53,B0005,54,4/30/2008 17:20,1.73642251,24,3.365152082,-0.001924144,37.44763048,3266.093,2145.062
54,B0005,55,4/30/2008 22:14,1.72632172,24,3.38577286,0.000499507,36.88044924,3257.594,2117.281
55,B0005,56,5/1/2008 3:15,1.71580654,24,3.408443186,-0.000736288,36.63224569,3248.593,2108.062
56,B0005,57,5/1/2008 8:16,1.71053335,24,3.409832097,0.000203542,36.73387962,3238.766,2088.609
57,B0005,58,5/1/2008 13:14,1.7060145,24,3.417268005,-0.005241133,36.82798617,3240.14,2079.89
58,B0005,59,5/1/2008 18:11,1.70031103,24,3.421833589,-0.000457584,37.08800149,3230.109,2060.907
59,B0005,60,5/1/2008 23:10,1.69457986,24,3.427142406,-0.0023235,36.75804959,3229.781,2050.813
60,B0005,61,5/2/2008 3:53,1.68490291,24,3.438178718,-0.001432966,36.66588768,3212.469,2042.063
61,B0005,62,5/2/2008 8:44,1.67447416,24,3.465640473,-0.001928563,36.22708832,3213.219,2023.156
62,B0005,63,5/2/2008 13:43,1.67456925,24,3.444985935,-0.000747654,36.83574345,3203.578,2014.094
63,B0005,64,5/2/2008 19:07,1.66371638,24,3.467467091,0.000238786,36.31129508,3195.125,1986.063
64,B0005,65,5/2/2008 23:24,1.65901387,24,3.471730001,-0.000978078,36.57728194,3195.313,1986.641
65,B0005,66,5/3/2008 4:13,1.65385406,24,3.466070336,-0.001671215,36.61716358,3186.297,1967.859
66,B0005,67,5/3/2008 9:10,1.64265378,24,3.485289155,0.000145294,36.28502922,3176.438,1957.719
67,B0005,68,5/3/2008 14:04,1.63785784,24,3.480022171,-0.003882124,36.40409776,3167.593,1948.562
68,B0005,69,5/3/2008 18:58,1.63273504,24,3.487572729,-0.004430966,36.33612654,3167.719,1929.235
69,B0005,70,5/3/2008 23:42,1.62775289,24,3.48458314,-0.002779507,36.42204258,3159.078,1911.328
70,B0005,71,5/4/2008 4:41,1.62212549,24,3.484004412,-0.000984305,36.46650027,3148.829,1901.203
71,B0005,72,5/4/2008 9:40,1.61132566,24,3.508463138,-0.003643503,36.01706888,3149.094,1882.453
72,B0005,73,5/4/2008 14:38,1.60656314,24,3.503787286,-0.000527974,36.12135272,3140.547,1873.5
73,B0005,74,5/4/2008 19:37,1.60151422,24,3.500128757,0.00051028,36.20196695,3131.625,1855.125
74,B0005,75,5/5/2008 0:35,1.59036923,24,3.517670766,-0.003099056,35.8666031,3121.907,1845.188
75,B0005,76,5/5/2008 5:28,1.585789,24,3.517448609,-0.004404316,35.80553828,3122.125,1826.39
76,B0005,77,5/5/2008 11:41,1.58494307,24,3.516013267,-0.001663602,35.6702667,3121.672,1807.266
77,B0005,78,5/5/2008 20:40,1.59552639,24,3.496983702,-0.001124179,36.34696099,3120.86,1845.39
78,B0005,79,5/6/2008 1:38,1.57473017,24,3.520220864,-0.003973954,35.52300699,3103.828,1798.922
79,B0005,80,5/6/2008 6:37,1.564902,24,3.529225684,6.07E-05,35.26695893,3095.094,1780.766
80,B0005,81,5/6/2008 11:25,1.55976595,24,3.530725945,-0.000624752,35.35042795,3095.781,1770.796
81,B0005,82,5/6/2008 16:23,1.55948157,24,3.521290948,-0.002065598,35.94137693,3094.328,1761.047
82,B0005,83,5/6/2008 21:21,1.55468935,24,3.523535901,-0.003661692,36.04660209,3086.531,1761.609
83,B0005,84,5/7/2008 2:17,1.54887411,24,3.525524176,-5.65E-05,35.84567238,3085.625,1742.093
84,B0005,85,5/7/2008 7:04,1.5382366,24,3.534833787,-0.000308966,35.57978324,3067.203,1723.234
85,B0005,86,5/7/2008 12:01,1.52791426,24,3.54590292,-0.001821504,35.18876167,3058.157,1704.984
86,B0005,87,5/7/2008 16:59,1.52852526,24,3.536266004,0.000641728,35.64399547,3058.812,1704.813
87,B0005,88,5/7/2008 21:56,1.52264733,24,3.546806706,-0.002417168,35.70451577,3058.578,1695.5
88,B0005,89,5/8/2008 2:53,1.51748599,24,3.54802872,-0.003290911,35.75012466,3049.328,1695.671
89,B0005,90,5/9/2008 12:25,1.6058189,24,3.525050223,-0.001056051,36.01263662,3177.219,1770.547
90,B0005,91,5/9/2008 20:28,1.56384914,24,3.494044838,-0.000742655,36.76362118,3082.937,1788.938
91,B0005,92,5/10/2008 1:21,1.54809152,24,3.510041836,-0.001763143,36.50230588,3074.266,1751.719
92,B0005,93,5/10/2008 6:18,1.53237556,24,3.53592476,0.001569724,35.91017221,3066,1732.921
93,B0005,94,5/10/2008 11:16,1.52695283,24,3.529350807,-0.003970116,35.87897248,3056.437,1714.203
94,B0005,95,5/10/2008 16:11,1.5169573,24,3.541857034,-0.001085867,35.62922817,3048.219,1686.14
95,B0005,96,5/10/2008 21:07,1.5118976,24,3.540101145,-0.001745553,35.7511914,3039.218,1676.891
96,B0005,97,5/11/2008 2:05,1.5065639,24,3.545308235,-0.00140862,35.64438752,3039.047,1667.39
97,B0005,98,5/11/2008 6:55,1.50154535,24,3.543070358,-0.002012132,35.7178175,3030.375,1658.391
98,B0005,99,5/11/2008 11:52,1.49084441,24,3.558035378,-0.004792435,35.4681575,3021,1638.953
99,B0005,100,5/11/2008 16:49,1.48586838,24,3.561997553,0.000621735,35.41772195,3021.75,1620.766
100,B0005,101,5/11/2008 21:47,1.48041368,24,3.561734625,-0.001773113,35.44065808,3012.265,1621.11
101,B0005,102,5/12/2008 2:36,1.47520959,24,3.562743172,-0.000682654,35.43941162,3002.641,1602.109
102,B0005,103,5/12/2008 12:56,1.4859036,24,3.544836812,-0.001229681,35.71444214,3012,1620.547
103,B0005,104,5/12/2008 18:59,1.49609183,24,3.535834318,-0.00534617,36.32232581,3020.11,1639.875
104,B0005,105,5/12/2008 23:53,1.48080059,24,3.544628259,-0.002622953,36.14370702,3002.172,1611.36
105,B0005,106,5/13/2008 4:35,1.46975433,24,3.556359815,-0.001207832,35.81782913,2992.703,1592
106,B0005,107,5/13/2008 9:24,1.45390123,24,3.557415161,-0.003319072,35.64502539,2964.468,1573.735
107,B0005,108,5/13/2008 14:20,1.45414621,24,3.570394142,0.001559667,35.3909784,2983.375,1563.937
108,B0005,109,5/13/2008 19:04,1.45502375,24,3.557697563,-0.001606333,35.90172424,2975.297,1555.688
109,B0005,110,5/13/2008 23:59,1.44904216,24,3.562114572,-0.002522693,35.87657254,2974.985,1555.438
110,B0005,111,5/14/2008 4:55,1.43867094,24,3.576830515,-0.001423646,35.37052397,2966.25,1527.469
111,B0005,112,5/14/2008 9:52,1.43344543,24,3.577213254,-0.002347943,35.31944752,2956.359,1517.328
112,B0005,113,5/14/2008 14:35,1.43339589,24,3.569684886,-0.003987192,35.63996182,2956.344,1517.187
113,B0005,114,5/14/2008 19:31,1.42806487,24,3.57630513,-0.002115023,35.68616081,2956.406,1508.14
114,B0005,115,5/15/2008 0:27,1.42292032,24,3.5780032,-0.004832065,35.57224194,2947.266,1499.141
115,B0005,116,5/15/2008 5:24,1.41742903,24,3.578252916,-0.002271526,35.4116223,2937.984,1480.172
116,B0005,117,5/15/2008 10:20,1.41240923,24,3.579526481,0.000337946,35.29541793,2929.125,1470.875
117,B0005,118,5/15/2008 15:10,1.41257879,24,3.573309099,-0.004553123,35.60791878,2928.454,1470.766
118,B0005,119,5/15/2008 19:56,1.40759837,24,3.580853525,-0.000407978,35.72414943,2929.375,1471.172
119,B0005,120,5/16/2008 16:54,1.43339205,24,3.555891725,-0.00301153,35.90399751,2946.031,1527.172
120,B0005,121,5/16/2008 21:37,1.43825502,24,3.551885409,-0.002707782,36.11670038,2955.438,1526.797
121,B0005,122,5/17/2008 2:32,1.41735472,24,3.57361512,-0.002190467,35.48818286,2937.625,1489.735
122,B0005,123,5/17/2008 7:25,1.40698166,24,3.58224981,-0.000520257,35.09068818,2929.078,1471.203
123,B0005,124,5/17/2008 12:21,1.40120378,24,3.582107103,-0.000883015,35.08313939,2918.375,1451.36
124,B0005,125,5/17/2008 17:15,1.39670082,24,3.584544253,0.000806198,34.98209371,2919.812,1443.031
125,B0005,126,5/17/2008 22:10,1.39128479,24,3.582997064,-0.001309372,35.08471914,2900.422,1424.141
126,B0005,127,5/18/2008 3:05,1.38622877,24,3.585576081,-0.001703344,34.94908276,2901.375,1423.953
127,B0005,128,5/18/2008 8:00,1.38043668,24,3.591090838,0.000880985,34.70452785,2901.187,1404.782
128,B0005,129,5/18/2008 12:44,1.37523642,24,3.594060584,-0.002624301,34.66713131,2891.64,1395.516
129,B0005,130,5/18/2008 17:36,1.3705128,24,3.59110796,-0.001529448,34.73478778,2882.906,1386.891
130,B0005,131,5/18/2008 22:31,1.37050856,24,3.58881201,-0.001782134,34.79017756,2883.265,1377.11
131,B0005,132,5/19/2008 3:27,1.36473551,24,3.594214792,-0.003192486,34.60274189,2882.969,1367.344
132,B0005,133,5/19/2008 15:34,1.37539202,24,3.583341522,-0.005381432,35.20080243,2891.656,1404.875
133,B0005,134,5/19/2008 20:59,1.38611152,24,3.580430719,-0.001133734,35.37656984,2901.25,1414.953
134,B0005,135,5/20/2008 1:16,1.36985,24,3.592441816,0.00084187,35.02073679,2891.703,1395.281
135,B0005,136,5/20/2008 6:12,1.36478279,24,3.589331565,-0.00250224,34.92008219,2883.016,1367.375
136,B0005,137,5/20/2008 11:07,1.35432205,24,3.602288323,-0.002432713,34.51525448,2873.453,1358.203
137,B0005,138,5/20/2008 15:57,1.3546417,24,3.597021214,-0.006605727,34.95922357,2874.031,1349.156
138,B0005,139,5/20/2008 20:50,1.35470392,24,3.592312208,-0.000222798,35.09464992,2874.234,1349.187
139,B0005,140,5/21/2008 1:39,1.349315,24,3.595500119,1.21E-05,34.87110957,2864.984,1339.454
140,B0005,141,5/21/2008 6:24,1.34418919,24,3.596823461,0.001916534,34.64809422,2855.093,1321.11
141,B0005,142,5/21/2008 11:18,1.33899138,24,3.601835675,-0.002030693,34.44831393,2855.625,1301.984
142,B0005,143,5/21/2008 16:10,1.33891452,24,3.599344814,-0.000229552,34.76318323,2855.594,1311.235
143,B0005,144,5/21/2008 21:02,1.33400668,24,3.603579039,0.000192259,34.6771112,2847.437,1311.578
144,B0005,145,5/22/2008 1:42,1.32864443,24,3.605860961,-0.001187635,34.35552173,2847.36,1293
145,B0005,146,5/22/2008 6:32,1.3231709,24,3.61050785,-0.001502656,34.13298084,2837.328,1273.765
146,B0005,147,5/22/2008 11:23,1.31816916,24,3.616262908,-0.000343926,33.97306701,2837.281,1274.078
147,B0005,148,5/22/2008 16:17,1.31846644,24,3.613479486,0.002014312,34.3739489,2838.515,1274.5
148,B0005,149,5/22/2008 20:59,1.31829304,24,3.607069041,-0.001435258,34.44341685,2828.328,1264.688
149,B0005,150,5/23/2008 12:13,1.32387242,24,3.602312681,-0.004821587,33.98038017,2838.265,1283.734
150,B0005,151,5/23/2008 20:14,1.36012168,24,3.577927761,-0.004081,34.97066611,2864.547,1339.484
151,B0005,152,5/24/2008 1:09,1.33953069,24,3.593974645,-0.004431401,34.68949036,2846.39,1311.531
152,B0005,153,5/24/2008 6:00,1.32902866,24,3.60427474,4.31E-05,34.35560665,2837.969,1292.812
153,B0005,154,5/24/2008 10:42,1.32367413,24,3.608769672,-0.001950271,34.17986036,2838.156,1283.265
154,B0005,155,5/24/2008 15:31,1.3186339,24,3.609387707,-0.001991021,34.14567217,2829.843,1265.078
155,B0005,156,5/24/2008 20:21,1.31347513,24,3.6149339,-0.001904167,33.99467217,2829.625,1264.765
156,B0005,157,5/25/2008 1:06,1.31320206,24,3.609023225,-0.002823705,34.16712025,2819.437,1255.453
157,B0005,158,5/25/2008 5:57,1.30779599,24,3.614331348,-0.003824239,33.97599952,2819.579,1245.688
158,B0005,159,5/25/2008 10:51,1.30303292,24,3.617824457,-0.004508289,33.98222497,2810.672,1236.641
159,B0005,160,5/25/2008 15:37,1.30335736,24,3.61308721,-0.003392809,34.07899622,2811.485,1227.344
160,B0005,161,5/25/2008 20:23,1.30341004,24,3.60703955,-0.00562664,34.30494727,2802.422,1227.078
161,B0005,162,5/26/2008 1:13,1.29788708,24,3.614909412,-0.004150586,34.12626263,2801.625,1217.797
162,B0005,163,5/26/2008 6:01,1.29807351,24,3.610903754,0.000918747,34.13529495,2802.031,1217.5
163,B0005,164,5/26/2008 10:44,1.29346361,24,3.615560502,-0.002548452,34.07564903,2793.39,1208.484
164,B0005,165,5/26/2008 15:30,1.28800339,24,3.621191033,-0.002460183,33.99134953,2793.39,1208.594
165,B0005,166,5/26/2008 20:21,1.28745252,24,3.619185105,0.000477801,34.0591984,2792.485,1198.734
166,B0005,167,5/27/2008 15:52,1.30901536,24,3.595364973,-0.002341505,34.55651437,2802.016,1264.64
167,B0005,168,5/27/2008 20:45,1.32507933,24,3.589937389,-0.000583347,34.40592046,2820.39,1274.204
